sc_id,sc_set_id,sc_key,sc_type,sc_content,sc_updated,sc_default,sc_tab_key,sc_show_in_vse,sc_title,sc_order,sc_condition
1107,7,section_title,Color,[],0,#ebedf0,textcolors,FALSE,themesetting_section_title,8,
1108,7,section_title_font,Color,[],0,#828e99,textcolors,FALSE,themesetting_section_title_font,9,
1109,7,selected,Color,[],0,#ebf4f9,frontendcolors,FALSE,themesetting_selected,10,
1110,7,sidebar_position,Select,"[{""key"":""left"",""value"":""Left""},{""key"":""right"",""value"":""Right""}]",0,right,custom,FALSE,themesetting_sidebar_position,4,
1111,7,sidebar_responsive,YesNo,"[{""key"":"""",""value"":""""}]",0,1,custom,TRUE,themesetting_sidebar_responsive,5,
1112,7,social_content,TextArea,[],0,,z30_social,FALSE,f_social_content,4,
1113,7,social_height,Number,[],0,38,z30_social,FALSE,f_social_height,3,
1114,7,social_links,Radio,"[{""key"":""header"",""value"":""themesetting_header""},{""key"":""footer"",""value"":""themesetting_footer""}]",0,footer,custom,TRUE,themesetting_social_links_pos,3,
1115,7,social_type,Select,"[{""key"":""social_icon"",""value"":""Icon only""},{""key"":""social_text"",""value"":""Text only""},{""key"":""social_icontext"",""value"":""Icon and text""}]",0,social_icon,z30_social,FALSE,f_social_type,2,
1116,7,step_background,Color,[],0,#3d6594,frontendcolors,FALSE,themesetting_step_background,24,
1117,7,tab_background,Color,"[{""key"":"""",""value"":""""}]",0,#3d6594,frontendcolors,FALSE,themesetting_tabs_background,29,
1118,7,tag,Color,[],0,#353c41,frontendcolors,FALSE,themesetting_tag,8,
1119,7,text_color,Color,[],0,#353c41,textcolors,FALSE,themesetting_text_color,3,
1120,7,text_dark,Color,[],0,#1e2225,textcolors,FALSE,themesetting_dark_text_color,4,
1121,7,text_light,Color,[],0,#8d9aa6,textcolors,FALSE,themesetting_text_light,5,
1122,7,timeline_color,Color,"[{""key"":"""",""value"":""""}]",0,#353c41,frontendcolors,FALSE,activity_stream_timeline,25,
1123,7,trophy_first,Color,[],0,#fac746,frontendcolors,TRUE,themesetting_trophy_first,34,
1124,7,trophy_first_font,Color,[],0,#704926,frontendcolors,TRUE,themesetting_trophy_first_font,37,
1125,7,trophy_second,Color,[],0,#c0c0c0,frontendcolors,TRUE,themesetting_trophy_second,35,
1126,7,trophy_third,Color,[],0,#cd7f32,frontendcolors,FALSE,themesetting_trophy_third,36,
1127,7,userheight,Number,[],0,36,z10_header,FALSE,f_userheight,10,
1128,7,very_light_button,Color,[],0,#ffffff,buttoncolors,FALSE,themesetting_very_light_button,11,
1129,7,very_light_button_font,Color,[],0,#333333,buttoncolors,FALSE,themesetting_very_light_button_font,12,
1130,7,widget_title_bar,Color,[],0,#ebedf0,frontendcolors,FALSE,themesetting_widget_title_bar,15,
1131,7,widget_title_font,Color,[],0,#828e99,frontendcolors,FALSE,themesetting_widget_font,16,
